datetime,TotalSleep,TotalBed
2016-04-12T00:00:00,474.0,502.0
2016-04-12T00:00:00,508.0,550.0
2016-04-12T00:00:00,480.0,546.0
2016-04-12T00:00:00,492.0,539.0
2016-04-12T00:00:00,353.0,367.0
2016-04-12T00:00:00,542.0,557.0
2016-04-12T00:00:00,393.0,416.0
2016-04-12T00:00:00,600.0,636.0
2016-04-12T00:00:00,507.0,575.0
2016-04-12T00:00:00,392.0,415.0
2016-04-12T00:00:00,555.0,603.0
2016-04-12T00:00:00,492.0,522.0
2016-04-12T00:00:00,235.0,260.0
2016-04-12T00:00:00,423.0,441.0
2016-04-12T00:00:00,391.0,406.0
2016-04-12T00:00:00,366.0,387.0
2016-04-12T00:00:00,370.0,386.0
2016-04-12T00:00:00,357.0,366.0
2016-04-12T00:00:00,427.0,446.0
2016-04-12T00:00:00,442.0,458.0
2016-04-12T00:00:00,476.0,535.0
2016-04-12T00:00:00,418.0,424.0
2016-04-12T00:00:00,451.0,457.0
2016-04-12T00:00:00,425.0,435.0
2016-04-12T00:00:00,528.0,546.0
2016-04-12T00:00:00,511.0,514.0
2016-04-12T00:00:00,400.0,415.0
2016-04-12T00:00:00,441.0,446.0
2016-04-12T00:00:00,455.0,467.0
2016-04-12T00:00:00,440.0,453.0
2016-04-12T00:00:00,433.0,447.0
2016-04-12T00:00:00,422.0,424.0
2016-04-12T00:00:00,411.0,426.0
2016-04-12T00:00:00,466.0,482.0
2016-04-12T00:00:00,394.0,418.0
2016-04-12T00:00:00,442.0,455.0
2016-04-12T00:00:00,467.0,491.0
2016-04-12T00:00:00,443.0,462.0
2016-04-12T00:00:00,298.0,334.0
2016-04-12T00:00:00,541.0,569.0
2016-04-12T00:00:00,489.0,497.0
2016-04-12T00:00:00,469.0,481.0
2016-04-12T00:00:00,452.0,480.0
2016-04-12T00:00:00,516.0,535.0
2016-04-12T00:00:00,79.0,82.0
2016-04-12T00:00:00,58.0,61.0
2016-04-12T00:00:00,514.0,525.0
2016-04-12T00:00:00,451.0,465.0
2016-04-12T00:00:00,472.0,476.0
2016-04-12T00:00:00,377.0,386.0
2016-04-12T00:00:00,472.0,483.0
2016-04-12T00:00:00,492.0,502.0
2016-04-12T00:00:00,390.0,411.0
2016-04-12T00:00:00,428.0,448.0
2016-04-12T00:00:00,681.0,704.0
2016-04-12T00:00:00,446.0,447.0
2016-04-12T00:00:00,485.0,500.0
2016-04-12T00:00:00,469.0,479.0
2016-04-12T00:00:00,354.0,367.0
2016-04-12T00:00:00,485.0,489.0
2016-04-12T00:00:00,388.0,407.0
2016-04-12T00:00:00,440.0,459.0
2016-04-12T00:00:00,456.0,461.0
2016-04-12T00:00:00,420.0,436.0
2016-04-12T00:00:00,322.0,333.0
2016-04-12T00:00:00,530.0,548.0
2016-04-12T00:00:00,481.0,510.0
2016-04-12T00:00:00,427.0,438.0
2016-04-12T00:00:00,451.0,463.0
2016-04-12T00:00:00,444.0,457.0
2016-04-12T00:00:00,486.0,493.0
2016-04-12T00:00:00,331.0,337.0
2016-04-12T00:00:00,74.0,75.0
2016-04-12T00:00:00,338.0,356.0
2016-04-12T00:00:00,424.0,455.0
2016-04-12T00:00:00,513.0,533.0
2016-04-12T00:00:00,398.0,451.0
2016-04-12T00:00:00,387.0,421.0
2016-04-12T00:00:00,381.0,409.0
2016-04-12T00:00:00,396.0,417.0
2016-04-12T00:00:00,441.0,469.0
2016-04-12T00:00:00,565.0,591.0
2016-04-12T00:00:00,458.0,492.0
2016-04-12T00:00:00,388.0,402.0
2016-04-12T00:00:00,388.0,402.0
2016-04-12T00:00:00,550.0,584.0
2016-04-12T00:00:00,531.0,600.0
2016-04-12T00:00:00,506.0,556.0
2016-04-12T00:00:00,527.0,562.0
2016-04-12T00:00:00,468.0,555.0
2016-04-12T00:00:00,475.0,539.0
2016-04-12T00:00:00,351.0,385.0
2016-04-12T00:00:00,405.0,429.0
2016-04-12T00:00:00,441.0,477.0
2016-04-12T00:00:00,381.0,417.0
2016-04-12T00:00:00,323.0,355.0
2016-04-12T00:00:00,545.0,606.0
2016-04-12T00:00:00,359.0,399.0
2016-04-12T00:00:00,342.0,391.0
2016-04-12T00:00:00,368.0,387.0
2016-04-12T00:00:00,496.0,546.0
2016-04-12T00:00:00,458.0,493.0
2016-04-12T00:00:00,531.0,552.0
2016-04-12T00:00:00,486.0,503.0
2016-04-12T00:00:00,363.0,377.0
2016-04-12T00:00:00,528.0,547.0
2016-04-12T00:00:00,391.0,407.0
2016-04-12T00:00:00,339.0,360.0
2016-04-12T00:00:00,423.0,428.0
2016-04-12T00:00:00,402.0,416.0
2016-04-12T00:00:00,398.0,406.0
2016-04-12T00:00:00,343.0,360.0
2016-04-12T00:00:00,503.0,527.0
2016-04-12T00:00:00,415.0,423.0
2016-04-12T00:00:00,516.0,545.0
2016-04-12T00:00:00,439.0,463.0
2016-04-12T00:00:00,384.0,407.0
2016-04-12T00:00:00,340.0,367.0
2016-04-12T00:00:00,475.0,499.0
2016-04-12T00:00:00,295.0,456.0
2016-04-12T00:00:00,412.0,522.0
2016-04-12T00:00:00,152.0,305.0
2016-04-12T00:00:00,259.0,456.0
2016-04-12T00:00:00,461.0,498.0
2016-04-12T00:00:00,426.0,448.0
2016-04-12T00:00:00,619.0,641.0
2016-04-12T00:00:00,409.0,430.0
2016-04-12T00:00:00,368.0,376.0
2016-04-12T00:00:00,529.0,541.0
2016-04-12T00:00:00,429.0,457.0
2016-04-12T00:00:00,370.0,406.0
2016-04-12T00:00:00,337.0,379.0
2016-04-12T00:00:00,388.0,424.0
2016-04-12T00:00:00,353.0,391.0
2016-04-12T00:00:00,439.0,459.0
2016-04-12T00:00:00,417.0,450.0
2016-04-12T00:00:00,337.0,363.0
2016-04-12T00:00:00,462.0,513.0
2016-04-12T00:00:00,374.0,402.0
2016-04-12T00:00:00,401.0,436.0
2016-04-12T00:00:00,400.0,430.0
2016-04-12T00:00:00,382.0,406.0
2016-04-12T00:00:00,455.0,488.0
2016-04-12T00:00:00,651.0,686.0
2016-04-12T00:00:00,520.0,541.0
2016-04-12T00:00:00,631.0,725.0
2016-04-12T00:00:00,553.0,640.0
2016-04-12T00:00:00,775.0,843.0
2016-04-12T00:00:00,622.0,686.0
2016-04-12T00:00:00,525.0,553.0
2016-04-12T00:00:00,336.0,350.0
2016-04-12T00:00:00,493.0,510.0
2016-04-12T00:00:00,658.0,698.0
2016-04-12T00:00:00,498.0,507.0
2016-04-12T00:00:00,508.0,535.0
2016-04-12T00:00:00,447.0,487.0
2016-04-12T00:00:00,611.0,689.0
2016-04-12T00:00:00,525.0,591.0
2016-04-12T00:00:00,459.0,513.0
2016-04-12T00:00:00,750.0,775.0
2016-04-12T00:00:00,552.0,595.0
2016-04-12T00:00:00,630.0,679.0
2016-04-12T00:00:00,,
